fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
811,Naoyuki Kotani,33,13,7,0,"5' 8""",155 lbs.,66,Southpaw,"Dec 08, 1981",1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8,2018-11-21 20:24:55.395174
812,Josh Koscheck,19,10,0,0,"5' 10""",170 lbs.,73,Orthodox,"Nov 30, 1977",1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,2018-11-21 20:24:59.958004
813,Andrey Koreshkov,19,2,0,0,"6' 0""",170 lbs.,73,,"Aug 23, 1990",2.84,0.39,1.92,0.63,4.8,0.53,0.0,0.0,2018-11-21 20:25:04.920743
814,Andrei Kopylov,5,10,0,0,"6' 2""",265 lbs.,77,Orthodox,"Jul 16, 1965",0.33,0.66,4.31,0.4,0.0,0.0,0.0,0.0,2018-11-21 20:25:07.661421
815,Cheick Kongo,29,9,2,0,"6' 4""",240 lbs.,82,Orthodox,"May 17, 1975",3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,2018-11-21 20:25:11.780391
816,Syuri Kondo,6,1,0,0,"5' 4""",115 lbs.,66,Orthodox,"Feb 08, 1989",8.81,0.47,6.69,0.7,0.0,0.0,0.0,0.0,2018-11-21 20:25:15.460582
817,Yuki Kondo,53,26,8,0,"5' 11""",183 lbs.,75,Southpaw,"Jul 17, 1975",1.14,0.42,2.57,0.51,0.76,0.41,0.37,0.5,2018-11-21 20:25:19.117807
818,John Kolosci,15,8,0,0,"5' 11""",185 lbs.,75,Orthodox,"Nov 26, 1974",0.21,0.2,0.85,0.5,0.0,0.0,0.0,0.0,2018-11-21 20:25:22.640371
819,Tsuyoshi Kohsaka,26,18,2,0,"5' 11""",225 lbs.,77,Orthodox,"Mar 06, 1970",1.88,0.38,4.41,0.54,1.32,0.2,0.33,0.4,2018-11-21 20:25:26.734431
820,Charlie Kohler,8,4,1,0,"5' 9""",155 lbs.,71,Orthodox,"Jul 16, 1976",0.81,0.33,4.31,0.46,0.0,0.0,0.0,4.0,2018-11-21 20:25:31.029977
821,Brad Kohler,11,14,0,0,"5' 9""",220 lbs.,77,Orthodox,"May 26, 1964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:25:36.022636
822,Shingo Kohara,1,0,0,0,"5' 6""",135 lbs.,68,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:25:38.644631
823,Sokun Koh,4,1,0,0,"6' 1""",205 lbs.,76,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:25:41.38229
824,Erik Koch,15,6,0,0,"5' 10""",155 lbs.,71,Southpaw,"Oct 04, 1988",2.32,0.4,2.98,0.45,0.64,0.5,0.79,1.1,2018-11-21 20:25:43.979374
825,Kelly Kobold,17,3,1,0,"5' 6""",135 lbs.,68,Orthodox,"Feb 25, 1983",2.33,0.21,4.11,0.59,1.67,0.11,0.0,0.0,2018-11-21 20:25:46.40589
826,Isao Kobayashi,21,4,4,0,"5' 8""",145 lbs.,70,,"Oct 28, 1988",1.01,0.33,1.66,0.45,2.17,1.0,1.0,0.0,2018-11-21 20:25:49.189452
827,Jason Knight,20,6,0,0,"5' 10""",145 lbs.,71,Orthodox,"Jul 14, 1992",2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,2018-11-21 20:25:53.083048
828,Kevin Knabjian,10,6,1,0,"5' 10""",170 lbs.,73,Orthodox,"Jul 05, 1984",0.0,0.0,15.56,0.22,0.0,0.0,1.0,0.0,2018-11-21 20:25:56.878925
829,Michael Knaap,18,20,3,0,"6' 2""",220 lbs.,77,Orthodox,"Feb 27, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:26:01.814693
830,Drakkar Klose,9,1,1,0,"5' 9""",155 lbs.,70,Orthodox,"Mar 09, 1988",3.35,0.51,2.63,0.63,2.0,0.4,0.69,0.0,2018-11-21 20:26:05.870877
831,Stefan Klever,6,1,0,0,,185 lbs.,75,Orthodox,,0.82,0.5,3.84,0.58,0.0,0.0,0.0,0.0,2018-11-21 20:26:09.105234
832,Seth Kleinbeck,8,4,0,0,"6' 2""",185 lbs.,75,,"Jul 25, 1973",2.55,0.33,2.42,0.4,0.98,0.25,0.9,0.0,2018-11-21 20:26:13.18531
833,Satoru Kitaoka,29,11,9,0,"5' 6""",154 lbs.,71,,"Feb 04, 1980",0.68,0.33,2.15,0.45,0.62,0.1,0.27,2.1,2018-11-21 20:26:17.54169
834,Mitsuharu Kitao,1,2,0,0,"6' 7""",390 lbs.,77,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:26:21.329569
835,Koji Kitao,1,2,0,0,"6' 7""",350 lbs.,77,Southpaw,"Oct 12, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:26:24.626759
836,Justine Kish,6,2,0,0,"5' 5""",125 lbs.,64,Orthodox,"Apr 13, 1988",4.32,0.5,4.18,0.58,1.0,0.3,0.55,0.2,2018-11-21 20:26:27.119099
837,Yurij Kiseliov,5,3,0,0,"5' 8""",185 lbs.,75,Orthodox,,4.88,0.87,0.0,0.0,0.0,0.0,0.5,0.0,2018-11-21 20:26:31.430555
838,Kyle Kingsbury,11,6,0,1,"6' 4""",205 lbs.,76,Orthodox,"Mar 22, 1982",2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0,2018-11-21 20:26:34.958152
839,Mike King,5,1,0,0,"6' 3""",185 lbs.,75,,"Aug 04, 1983",4.44,0.58,1.29,0.72,1.75,0.25,0.4,3.5,2018-11-21 20:26:39.117016
840,Taiei Kin,4,3,0,0,"5' 11""",185 lbs.,75,Orthodox,"Jul 08, 1970",2.71,0.6,1.33,0.52,0.0,0.0,0.55,0.0,2018-11-21 20:26:42.256649
841,Dustin Kimura,12,3,0,0,"5' 7""",135 lbs.,71,Orthodox,"May 21, 1989",1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,2018-11-21 20:26:46.299845
842,Rob Kimmons,24,8,0,0,"5' 10""",185 lbs.,73,Orthodox,"Jan 30, 1981",1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4,2018-11-21 20:26:48.863001
843,Jeremy Kimball,15,8,0,0,"6' 0""",205 lbs.,72,Switch,"Jan 03, 1991",2.81,0.46,3.84,0.49,1.41,0.2,0.5,0.0,2018-11-21 20:26:51.318435
844,Ji Yeon Kim,8,1,2,0,"5' 7""",125 lbs.,72,Orthodox,"Oct 18, 1989",4.47,0.32,4.91,0.59,0.0,0.0,1.0,0.0,2018-11-21 20:26:55.352656
845,Dong Hyun Kim,16,8,3,0,"5' 11""",155 lbs.,70,Orthodox,"Sep 09, 1988",3.77,0.45,4.53,0.53,1.67,0.6,0.33,0.0,2018-11-21 20:26:57.805101
846,Jong Man Kim,22,11,3,1,"5' 7""",139 lbs.,70,Orthodox,"Mar 03, 1978",1.33,0.21,3.0,0.6,0.0,0.0,0.0,0.0,2018-11-21 20:27:01.234938
847,Min Soo Kim,3,7,0,0,"6' 1""",255 lbs.,77,Southpaw,"Jan 22, 1975",0.87,1.0,3.48,0.2,0.0,0.0,0.0,0.0,2018-11-21 20:27:05.244223
848,Jong Won Kim,0,1,0,0,"5' 7""",139 lbs.,70,Orthodox,,0.84,0.15,3.28,0.63,2.81,1.0,0.0,0.0,2018-11-21 20:27:07.057379
849,Jong Wang Kim,11,21,0,0,"6' 1""",240 lbs.,77,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:27:10.707624
850,Dae Won Kim,11,6,0,0,"5' 11""",180 lbs.,75,Orthodox,,1.75,0.32,2.51,0.36,3.43,0.42,0.0,0.0,2018-11-21 20:27:14.227197
851,Jin Oh Kim,0,3,0,0,"5' 9""",205 lbs.,76,Orthodox,,5.06,0.25,8.43,0.5,0.0,0.0,0.66,0.0,2018-11-21 20:27:18.560641
852,Dong Hyun Kim,22,4,1,1,"6' 2""",170 lbs.,76,Southpaw,"Nov 17, 1981",2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,2018-11-21 20:27:20.82459
853,Jacob Kilburn,6,1,0,0,"5' 9""",145 lbs.,71,Orthodox,"Jun 28, 1995",1.33,0.57,4.97,0.25,0.0,0.0,0.0,0.0,2018-11-21 20:27:24.417966
854,Sanae Kikuta,30,7,3,1,"5' 9""",200 lbs.,76,Orthodox,"Sep 10, 1971",0.7,0.45,0.9,0.52,1.6,0.63,0.25,1.8,2018-11-21 20:27:27.866751
855,Katsunori Kikuno,23,8,2,0,"5' 8""",145 lbs.,66,Orthodox,"Oct 31, 1981",2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8,2018-11-21 20:27:31.812207
856,Akira Kikuchi,16,4,0,0,"5' 8""",155 lbs.,71,Orthodox,"Jul 23, 1978",3.67,0.56,0.4,0.14,2.0,0.4,1.0,0.0,2018-11-21 20:27:35.355761
857,Pannie Kianzad,10,3,0,0,"5' 7""",135 lbs.,0,,"Dec 08, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:27:40.866037
858,Alfred Khashakyan,8,3,0,0,"5' 8""",135 lbs.,70,Orthodox,"Jul 17, 1988",6.14,0.42,6.38,0.4,3.54,0.25,0.0,0.0,2018-11-21 20:27:44.111367
859,Sergei Kharitonov,18,5,0,0,"6' 0""",245 lbs.,77,Orthodox,"Aug 18, 1980",3.9,0.44,3.03,0.54,1.16,0.53,0.7,1.0,2018-11-21 20:27:48.6642
860,Adam Khaliev,6,0,0,0,"6' 0""",170 lbs.,73,Orthodox,"Apr 16, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:27:51.311104
861,Rustam Khabilov,23,3,0,0,"5' 8""",155 lbs.,73,Orthodox,"Nov 04, 1986",2.01,0.34,1.85,0.64,4.04,0.45,0.61,0.1,2018-11-21 20:27:56.408506
862,Ron Keslar,7,3,0,0,,185 lbs.,75,,,0.0,0.0,2.05,0.6,0.0,0.0,1.0,7.7,2018-11-21 20:28:00.429738
863,Will Kerr,9,3,0,0,"5' 10""",155 lbs.,69,Orthodox,"Oct 21, 1982",1.91,0.42,6.22,0.33,0.0,0.0,0.0,14.3,2018-11-21 20:28:03.399802
864,Mark Kerr,15,11,0,1,"6' 3""",266 lbs.,77,Switch,"Dec 21, 1968",0.28,0.41,0.89,0.28,2.92,0.77,0.0,0.4,2018-11-21 20:28:08.416396
865,Aurelijus Kerpe,11,16,0,0,,,0,Orthodox,,1.26,0.16,8.21,0.31,0.0,0.0,0.0,0.0,2018-11-21 20:28:11.702644
866,Casey Kenney,7,1,1,0,"5' 7""",125 lbs.,68,Southpaw,"Mar 20, 1991",4.47,0.34,4.1,0.56,1.5,0.33,1.0,1.0,2018-11-21 20:28:14.636797
867,Waylon Kennell,4,2,0,0,"6' 0""",185 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:28:19.236508
868,Jeremy Kennedy,11,1,0,0,"5' 11""",145 lbs.,71,Orthodox,"Sep 16, 1992",2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0,2018-11-21 20:28:22.599497
869,Steve Kennedy,22,8,0,0,"5' 11""",170 lbs.,71,Orthodox,"Mar 07, 1983",2.28,0.35,5.52,0.45,2.51,0.33,0.0,0.0,2018-11-21 20:28:25.334213
870,Tim Kennedy,18,6,0,0,"5' 11""",185 lbs.,74,Orthodox,"Sep 01, 1979",2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,2018-11-21 20:28:27.940249
871,Song Kenan,14,4,0,0,"6' 0""",170 lbs.,71,Orthodox,"Mar 10, 1990",4.6,0.54,4.0,0.56,0.0,0.0,0.0,0.0,2018-11-21 20:28:31.45386
872,Daniel Kelly,13,4,0,0,"6' 0""",185 lbs.,70,Southpaw,"Oct 31, 1977",3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,2018-11-21 20:28:35.888011
873,John Kelly,5,4,0,0,"5' 9""",170 lbs.,73,,"Aug 02, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:28:40.258334
874,Paul Kelly,12,4,0,0,"5' 9""",155 lbs.,70,Orthodox,"Sep 12, 1984",3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,2018-11-21 20:28:44.421209
875,Mayana Kellem,7,1,0,0,"5' 5""",135 lbs.,0,Orthodox,"Jul 07, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:28:47.206767
876,Brian Kelleher,19,9,0,0,"5' 6""",135 lbs.,66,Switch,"Aug 19, 1986",5.06,0.45,5.98,0.54,1.29,0.28,0.84,0.7,2018-11-21 20:28:51.587062
877,Chris Kelades,9,3,0,0,"5' 7""",125 lbs.,68,Orthodox,"Feb 21, 1981",2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,2018-11-21 20:28:55.398877
878,CJ Keith,8,2,0,0,"6' 0""",155 lbs.,71,Orthodox,"Aug 09, 1986",0.86,0.5,1.82,0.5,0.0,0.0,0.62,0.0,2018-11-21 20:28:59.348299
879,Ryan Keenan,4,2,0,0,"5' 10""",170 lbs.,73,,"Jun 15, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:29:03.173103
880,Julie Kedzie,16,13,0,0,"5' 5""",135 lbs.,64,Orthodox,"Mar 18, 1981",2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0,2018-11-21 20:29:07.371883
881,Doug Kay,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:29:10.906438
882,Ryo Kawamura,12,6,4,0,"5' 11""",205 lbs.,76,Orthodox,"Jun 29, 1981",0.6,0.16,3.93,0.39,0.0,0.0,0.06,0.0,2018-11-21 20:29:15.091277
883,Tatsuya Kawajiri,35,10,2,0,"5' 7""",145 lbs.,69,Orthodox,"May 08, 1978",2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,2018-11-21 20:29:18.886114
884,Canaan Kawaihae,4,1,0,1,"6' 0""",145 lbs.,0,Southpaw,"Aug 26, 1997",2.33,0.72,5.4,0.34,0.0,0.0,1.0,0.0,2018-11-21 20:29:22.108504
885,Yusuke Kawaguchi,13,4,0,0,"6' 0""",255 lbs.,77,,"Aug 14, 1980",2.87,0.47,3.93,0.5,0.0,0.0,0.72,0.0,2018-11-21 20:29:26.631418
886,Sarah Kaufman,17,4,0,1,"5' 5""",135 lbs.,67,Orthodox,"Sep 20, 1985",6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,2018-11-21 20:29:30.114089
887,Calvin Kattar,19,3,0,0,"5' 11""",145 lbs.,72,Orthodox,"Mar 26, 1988",5.03,0.41,6.66,0.55,0.67,0.33,0.75,0.0,2018-11-21 20:29:33.436212
888,Brad Katona,8,0,0,0,"5' 6""",145 lbs.,65,Orthodox,"Dec 19, 1991",4.73,0.63,0.93,0.78,2.0,0.28,1.0,0.0,2018-11-21 20:29:36.533957
889,Hisaki Kato,8,2,0,0,"6' 0""",185 lbs.,75,,"Sep 17, 1982",2.8,0.48,1.72,0.68,1.62,1.0,0.0,0.0,2018-11-21 20:29:39.391322
890,Tetsuji Kato,20,10,0,0,,155 lbs.,71,Orthodox,,1.2,0.29,2.1,0.7,2.0,0.57,0.8,0.5,2018-11-21 20:29:43.911245
891,Yusuke Kasuya,9,3,2,0,"5' 7""",155 lbs.,67,Southpaw,"Nov 16, 1989",2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0,2018-11-21 20:29:48.130946
892,Nadia Kassem,5,0,0,0,"5' 5""",115 lbs.,66,Southpaw,"Nov 15, 1995",3.47,0.49,3.0,0.35,0.0,0.0,0.42,6.0,2018-11-21 20:29:52.141253
893,Alex Karalexis,10,6,0,0,"5' 8""",155 lbs.,66,Orthodox,"Sep 20, 1977",2.39,0.38,2.37,0.57,2.64,0.42,0.86,1.1,2018-11-21 20:29:56.866627
894,Georgi Karakhanyan,24,4,1,0,"5' 8""",145 lbs.,70,,"May 29, 1985",4.49,0.39,5.0,0.54,1.41,0.5,0.33,1.9,2018-11-21 20:29:59.73197
895,Kai Kara-France,17,7,0,0,"5' 5""",125 lbs.,0,,"Mar 26, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:30:03.62058
896,David Kaplan,3,4,0,0,"5' 7""",155 lbs.,71,Orthodox,"Nov 16, 1979",2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7,2018-11-21 20:30:07.390504
897,Kyung Ho Kang,14,8,0,1,"5' 9""",135 lbs.,72,Orthodox,"Sep 09, 1987",2.39,0.42,1.97,0.58,2.29,0.66,0.75,1.3,2018-11-21 20:30:11.030777
898,Denis Kang,34,15,2,2,"5' 11""",185 lbs.,77,Orthodox,"Sep 17, 1977",2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,2018-11-21 20:30:15.028097
899,Ken Kaneko,0,3,0,0,"6' 0""",161 lbs.,73,Orthodox,,0.0,0.0,0.94,0.42,0.0,0.0,0.0,3.5,2018-11-21 20:30:18.702278
900,Masanori Kanehara,25,13,5,0,"5' 7""",135 lbs.,67,Orthodox,"Nov 19, 1982",1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,2018-11-21 20:30:23.09554
901,Hiromitsu Kanehara,19,24,3,0,"5' 10""",200 lbs.,76,Orthodox,"Oct 05, 1970",0.76,0.22,4.39,0.4,0.0,0.0,0.4,0.4,2018-11-21 20:30:26.690933
902,Bharat Kandare,5,3,0,0,"5' 7""",135 lbs.,72,Orthodox,"Jun 20, 1987",0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,2018-11-21 20:30:30.742106
903,Martin Kampmann,20,7,0,0,"6' 0""",170 lbs.,72,Orthodox,"Apr 17, 1982",3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,2018-11-21 20:30:35.337825
904,Bryson Kamaka,12,18,1,1,"5' 11""",170 lbs.,73,Orthodox,,9.47,0.6,12.63,0.0,0.0,0.0,1.0,0.0,2018-11-21 20:30:38.742216
905,Geza Kalman,4,9,0,0,"6' 1""",200 lbs.,76,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:30:41.8928
906,Sirwan Kakai,12,3,0,0,"5' 5""",135 lbs.,66,Orthodox,"Oct 03, 1989",3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0,2018-11-21 20:30:46.021771
907,Emily Peters Kagan,3,3,0,0,"5' 3""",115 lbs.,66,,"Jul 14, 1981",2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0,2018-11-21 20:30:49.101535
908,Patrick Kaase,1,2,0,0,"5' 9""",185 lbs.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:30:53.279372
909,Myles Jury,17,3,0,0,"5' 10""",145 lbs.,73,Orthodox,"Oct 31, 1988",2.61,0.4,1.48,0.71,2.5,0.55,0.5,0.3,2018-11-21 20:30:56.695243
910,Scott Junk,8,3,1,1,"6' 1""",265 lbs.,77,Orthodox,"Dec 17, 1978",5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0,2018-11-21 20:31:00.660647
911,Young Sam Jung,4,4,0,0,"5' 8""",139 lbs.,70,Orthodox,"Oct 27, 1985",0.53,0.09,2.79,0.63,0.0,0.0,0.0,2.0,2018-11-21 20:31:04.309903
912,Chan Sung Jung,14,5,0,0,"5' 7""",145 lbs.,72,Orthodox,"Mar 17, 1987",4.12,0.39,3.81,0.6,0.81,0.41,0.75,0.7,2018-11-21 20:31:06.020326
913,Bu-Kyung Jung,0,4,0,0,"5' 7""",154 lbs.,71,Orthodox,"May 26, 1978",0.63,0.36,1.85,0.56,1.1,0.75,0.0,1.5,2018-11-21 20:31:08.72707
914,Luke Jumeau,13,4,0,0,"5' 11""",170 lbs.,72,Orthodox,"Feb 12, 1988",3.38,0.49,3.51,0.54,0.33,1.0,0.91,0.0,2018-11-21 20:31:13.404598
915,Steve Judson,0,2,0,0,"5' 11""",230 lbs.,77,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:31:16.899257
916,Jesse Juarez,16,8,0,0,"6' 1""",170 lbs.,73,Orthodox,"May 08, 1981",1.71,0.48,2.87,0.52,2.69,0.33,0.5,0.0,2018-11-21 20:31:20.161539
917,Tony Juarez,1,7,0,0,,155 lbs.,71,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:31:25.634891
918,Mike Joy,10,6,0,0,"5' 6""",155 lbs.,71,Southpaw,"Jul 18, 1985",0.63,0.32,1.67,0.45,0.0,0.0,0.0,0.0,2018-11-21 20:31:29.139554
919,Alan Jouban,16,6,0,0,"6' 0""",170 lbs.,73,Southpaw,"Nov 25, 1981",5.41,0.53,3.48,0.6,0.52,0.5,0.62,0.0,2018-11-21 20:31:32.261206
920,Krzysztof Jotko,19,4,0,0,"6' 1""",185 lbs.,77,Southpaw,"Aug 19, 1989",2.86,0.44,1.89,0.59,1.12,0.37,0.87,0.1,2018-11-21 20:31:36.376213
921,Jeff Joslin,5,3,0,0,"6' 0""",170 lbs.,73,Orthodox,"Apr 30, 1975",2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5,2018-11-21 20:31:39.846942
922,Gareth Joseph,9,4,0,0,,205 lbs.,76,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:31:43.979898
923,Scott Jorgensen,15,12,0,0,"5' 5""",135 lbs.,66,Orthodox,"Sep 17, 1982",3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,2018-11-21 20:31:47.27409
924,Ivan Jorge,26,5,0,0,"5' 9""",155 lbs.,73,Orthodox,"Nov 07, 1980",3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,2018-11-21 20:31:50.876465
925,Shawn Jordan,18,7,0,0,"6' 0""",260 lbs.,75,Southpaw,"Oct 21, 1984",2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,2018-11-21 20:31:53.125455
926,Joe Jordan,49,13,2,0,"5' 6""",155 lbs.,71,Orthodox,"Jul 27, 1978",1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0,2018-11-21 20:31:57.175631
927,Kevin Jordan,11,9,0,0,"6' 3""",245 lbs.,77,Orthodox,"Dec 31, 1970",2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,2018-11-21 20:31:59.498425
928,Jocelyn Jones-Lybarger,6,4,0,0,"5' 7""",115 lbs.,64,Orthodox,"Oct 04, 1985",2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,2018-11-21 20:32:03.934572
929,Antonio Jones,7,1,0,0,"5' 11""",185 lbs.,0,Orthodox,"Apr 12, 1985",7.5,0.55,30.0,0.42,0.0,0.0,0.0,0.0,2018-11-21 20:32:07.528968
930,Jamelle Jones,7,5,0,0,"6' 0""",205 lbs.,75,Orthodox,"Jan 31, 1988",1.78,0.8,3.11,0.65,0.0,0.0,0.0,0.0,2018-11-21 20:32:11.494372
931,Roshaun Jones,2,6,0,0,"5' 8""",135 lbs.,68,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:32:14.570154
932,Chris Jones,10,5,0,0,"5' 9""",149 lbs.,71,,"Nov 16, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:32:16.301526
933,Victor Jones,1,3,0,0,,145 lbs.,70,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:32:20.594056
934,Ben Jones,4,4,0,1,,185 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:32:23.733669
935,Justin Jones,9,2,0,0,"5' 11""",185 lbs.,78,Orthodox,"Sep 06, 1987",1.7,0.36,3.17,0.45,1.0,0.15,0.46,0.5,2018-11-21 20:32:27.365959
937,Tito Jones,7,6,0,0,"5' 8""",145 lbs.,70,Southpaw,"Jul 31, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:32:35.229291
938,Jesse Jones,2,1,0,0,"5' 9""",170 lbs.,73,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:32:38.264433
939,Carlton Jones,1,4,0,0,"6' 1""",225 lbs.,77,Orthodox,,2.32,0.41,3.58,0.56,4.02,0.5,0.57,2.7,2018-11-21 20:32:42.050317
940,Marcus Jones,4,2,0,0,"6' 6""",265 lbs.,77,Orthodox,"Aug 15, 1973",1.94,0.52,2.71,0.58,8.71,0.75,0.0,2.9,2018-11-21 20:32:45.431282
941,Nathan Jones,0,1,0,0,"6' 11""",345 lbs.,77,Orthodox,"Aug 21, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:32:49.948238
942,Jon Jones,22,1,0,1,"6' 4""",205 lbs.,84,Orthodox,"Jul 19, 1987",4.41,0.55,2.12,0.65,2.13,0.5,0.95,0.6,2018-11-21 20:32:55.267924
943,Paul Jones,11,1,1,0,"5' 9""",199 lbs.,76,Orthodox,"Jun 16, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:32:56.466828
944,Daniel Jolly,5,2,0,0,"6' 1""",205 lbs.,75,Orthodox,"Sep 03, 1984",1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0,2018-11-21 20:32:59.96791
945,Brian Johnston,5,5,0,0,"6' 3""",230 lbs.,77,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:33:02.250634
946,Jordan Johnson,10,0,0,0,"6' 2""",205 lbs.,79,Orthodox,"Nov 18, 1988",3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2,2018-11-21 20:33:05.473459
947,Tony Johnson,11,3,0,0,"6' 1""",265 lbs.,75,,,2.0,0.53,4.73,0.31,2.0,0.22,0.0,0.0,2018-11-21 20:33:09.727428
948,Tim Johnson,12,4,0,0,"6' 3""",265 lbs.,77,Southpaw,"Mar 13, 1985",3.43,0.45,3.08,0.44,1.09,0.24,0.69,0.0,2018-11-21 20:33:13.756448
949,Dashon Johnson,9,2,0,0,"5' 7""",145 lbs.,70,Orthodox,"Jan 25, 1988",1.01,0.69,3.83,0.35,0.85,0.33,0.63,0.8,2018-11-21 20:33:18.587221
950,Kajan Johnson,23,14,1,0,"5' 11""",155 lbs.,75,Orthodox,"Apr 21, 1984",2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,2018-11-21 20:33:21.275308
951,Deshaun Johnson,6,9,0,0,,167 lbs.,73,,,2.27,0.41,6.67,0.43,0.0,0.0,0.0,0.0,2018-11-21 20:33:23.994093
952,Michael Johnson,20,13,0,0,"5' 10""",145 lbs.,73,Southpaw,"Jun 04, 1986",4.31,0.38,3.96,0.58,0.59,0.45,0.77,0.1,2018-11-21 20:33:29.715417
953,Demetrious Johnson,27,3,1,0,"5' 3""",125 lbs.,66,Orthodox,"Aug 13, 1986",3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,2018-11-21 20:33:32.991944
954,Lavar Johnson,17,7,0,0,"6' 4""",240 lbs.,82,Orthodox,"Jun 11, 1977",5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,2018-11-21 20:33:37.582727
955,Tony Johnson,4,2,0,0,,185 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 20:33:41.289451
